 Year , Month , Day ,Period,Flex Down
2026,11,10,21,102.9974056
2026,11,10,22,109.023149
2026,11,10,23,118.1111554
2026,11,10,24,92.31241261
2026,11,11,1,111.114049
2026,11,11,2,101.7132308
2026,11,11,3,115.7403711
2026,11,11,4,121.5850129
2026,11,11,5,114.8019356
2026,11,11,6,98.10766305
2026,11,11,7,91.27519449
2026,11,11,8,96.03322682
2026,11,11,9,95.44053075
2026,11,11,10,117.4526042
2026,11,11,11,116.8928357
2026,11,11,12,113.7647175
2026,11,11,13,160.8346636
2026,11,11,14,114.8348632
2026,11,11,15,141.5885052
2026,11,11,16,144.7989422
2026,11,11,17,119.7904609
2026,11,11,18,111.1799041
2026,11,11,19,119.9221711
2026,11,11,20,96.59299533
2026,11,11,21,102.9974056
2026,11,11,22,109.023149
2026,11,11,23,118.1111554
2026,11,11,24,92.31241261
2026,11,12,1,111.114049
2026,11,12,2,101.7132308
2026,11,12,3,115.7403711
2026,11,12,4,121.5850129
2026,11,12,5,114.8019356
2026,11,12,6,98.10766305
2026,11,12,7,91.27519449
2026,11,12,8,96.03322682
2026,11,12,9,95.44053075
2026,11,12,10,117.4526042
2026,11,12,11,116.8928357
2026,11,12,12,113.7647175
2026,11,12,13,160.8346636
2026,11,12,14,114.8348632
2026,11,12,15,141.5885052
2026,11,12,16,144.7989422
2026,11,12,17,119.7904609
2026,11,12,18,111.1799041
2026,11,12,19,119.9221711
2026,11,12,20,96.59299533
2026,11,12,21,102.9974056
2026,11,12,22,109.023149
2026,11,12,23,118.1111554
2026,11,12,24,92.31241261
2026,11,13,1,111.114049
2026,11,13,2,101.7132308
2026,11,13,3,115.7403711
2026,11,13,4,121.5850129
2026,11,13,5,114.8019356
2026,11,13,6,98.10766305
2026,11,13,7,91.27519449
2026,11,13,8,96.03322682
2026,11,13,9,95.44053075
2026,11,13,10,117.4526042
2026,11,13,11,116.8928357
2026,11,13,12,113.7647175
2026,11,13,13,160.8346636
2026,11,13,14,114.8348632
2026,11,13,15,141.5885052
2026,11,13,16,144.7989422
2026,11,13,17,119.7904609
2026,11,13,18,111.1799041
2026,11,13,19,119.9221711
2026,11,13,20,96.59299533
2026,11,13,21,102.9974056
2026,11,13,22,109.023149
2026,11,13,23,118.1111554
2026,11,13,24,92.31241261
2026,11,14,1,111.114049
2026,11,14,2,101.7132308
2026,11,14,3,115.7403711
2026,11,14,4,121.5850129
2026,11,14,5,114.8019356
2026,11,14,6,98.10766305
2026,11,14,7,91.27519449
2026,11,14,8,96.03322682
2026,11,14,9,95.44053075
2026,11,14,10,117.4526042
2026,11,14,11,116.8928357
2026,11,14,12,113.7647175
2026,11,14,13,160.8346636
2026,11,14,14,114.8348632
2026,11,14,15,141.5885052
2026,11,14,16,144.7989422
2026,11,14,17,119.7904609
2026,11,14,18,111.1799041
2026,11,14,19,119.9221711
2026,11,14,20,96.59299533
2026,11,14,21,102.9974056
2026,11,14,22,109.023149
2026,11,14,23,118.1111554
2026,11,14,24,92.31241261
2026,11,15,1,111.114049
2026,11,15,2,101.7132308
2026,11,15,3,115.7403711
2026,11,15,4,121.5850129
2026,11,15,5,114.8019356
2026,11,15,6,98.10766305
2026,11,15,7,91.27519449
2026,11,15,8,96.03322682
2026,11,15,9,95.44053075
2026,11,15,10,117.4526042
2026,11,15,11,116.8928357
2026,11,15,12,113.7647175
2026,11,15,13,160.8346636
2026,11,15,14,114.8348632
2026,11,15,15,141.5885052
2026,11,15,16,144.7989422
2026,11,15,17,119.7904609
2026,11,15,18,111.1799041
2026,11,15,19,119.9221711
2026,11,15,20,96.59299533
2026,11,15,21,102.9974056
2026,11,15,22,109.023149
2026,11,15,23,118.1111554
2026,11,15,24,92.31241261
2026,11,16,1,111.114049
2026,11,16,2,101.7132308
2026,11,16,3,115.7403711
2026,11,16,4,121.5850129
2026,11,16,5,114.8019356
2026,11,16,6,98.10766305
2026,11,16,7,91.27519449
2026,11,16,8,96.03322682
2026,11,16,9,95.44053075
2026,11,16,10,117.4526042
2026,11,16,11,116.8928357
2026,11,16,12,113.7647175
2026,11,16,13,160.8346636
2026,11,16,14,114.8348632
2026,11,16,15,141.5885052
2026,11,16,16,144.7989422
2026,11,16,17,119.7904609
2026,11,16,18,111.1799041
2026,11,16,19,119.9221711
2026,11,16,20,96.59299533
2026,11,16,21,102.9974056
2026,11,16,22,109.023149
2026,11,16,23,118.1111554
2026,11,16,24,92.31241261
2026,11,17,1,111.114049
2026,11,17,2,101.7132308
2026,11,17,3,115.7403711
2026,11,17,4,121.5850129
2026,11,17,5,114.8019356
2026,11,17,6,98.10766305
2026,11,17,7,91.27519449
2026,11,17,8,96.03322682
2026,11,17,9,95.44053075
2026,11,17,10,117.4526042
2026,11,17,11,116.8928357
2026,11,17,12,113.7647175
2026,11,17,13,160.8346636
2026,11,17,14,114.8348632
2026,11,17,15,141.5885052
2026,11,17,16,144.7989422
2026,11,17,17,119.7904609
2026,11,17,18,111.1799041
2026,11,17,19,119.9221711
2026,11,17,20,96.59299533
2026,11,17,21,102.9974056
2026,11,17,22,109.023149
2026,11,17,23,118.1111554
2026,11,17,24,92.31241261
2026,11,18,1,111.114049
2026,11,18,2,101.7132308
2026,11,18,3,115.7403711
2026,11,18,4,121.5850129
2026,11,18,5,114.8019356
2026,11,18,6,98.10766305
2026,11,18,7,91.27519449
2026,11,18,8,96.03322682
2026,11,18,9,95.44053075
2026,11,18,10,117.4526042
2026,11,18,11,116.8928357
2026,11,18,12,113.7647175
2026,11,18,13,160.8346636
2026,11,18,14,114.8348632
2026,11,18,15,141.5885052
2026,11,18,16,144.7989422
2026,11,18,17,119.7904609
2026,11,18,18,111.1799041
2026,11,18,19,119.9221711
2026,11,18,20,96.59299533
2026,11,18,21,102.9974056
2026,11,18,22,109.023149
2026,11,18,23,118.1111554
2026,11,18,24,92.31241261
2026,11,19,1,111.114049
2026,11,19,2,101.7132308
2026,11,19,3,115.7403711
2026,11,19,4,121.5850129
2026,11,19,5,114.8019356
2026,11,19,6,98.10766305
2026,11,19,7,91.27519449
2026,11,19,8,96.03322682
2026,11,19,9,95.44053075
2026,11,19,10,117.4526042
2026,11,19,11,116.8928357
2026,11,19,12,113.7647175
2026,11,19,13,160.8346636
2026,11,19,14,114.8348632
2026,11,19,15,141.5885052
2026,11,19,16,144.7989422
2026,11,19,17,119.7904609
2026,11,19,18,111.1799041
2026,11,19,19,119.9221711
2026,11,19,20,96.59299533
2026,11,19,21,102.9974056
2026,11,19,22,109.023149
2026,11,19,23,118.1111554
2026,11,19,24,92.31241261
2026,11,20,1,111.114049
2026,11,20,2,101.7132308
2026,11,20,3,115.7403711
2026,11,20,4,121.5850129
2026,11,20,5,114.8019356
2026,11,20,6,98.10766305
2026,11,20,7,91.27519449
2026,11,20,8,96.03322682
2026,11,20,9,95.44053075
2026,11,20,10,117.4526042
2026,11,20,11,116.8928357
2026,11,20,12,113.7647175
2026,11,20,13,160.8346636
2026,11,20,14,114.8348632
2026,11,20,15,141.5885052
2026,11,20,16,144.7989422
2026,11,20,17,119.7904609
2026,11,20,18,111.1799041
2026,11,20,19,119.9221711
2026,11,20,20,96.59299533
2026,11,20,21,102.9974056
2026,11,20,22,109.023149
2026,11,20,23,118.1111554
2026,11,20,24,92.31241261
2026,11,21,1,111.114049
2026,11,21,2,101.7132308
2026,11,21,3,115.7403711
2026,11,21,4,121.5850129
2026,11,21,5,114.8019356
2026,11,21,6,98.10766305
2026,11,21,7,91.27519449
2026,11,21,8,96.03322682
2026,11,21,9,95.44053075
2026,11,21,10,117.4526042
2026,11,21,11,116.8928357
2026,11,21,12,113.7647175
2026,11,21,13,160.8346636
2026,11,21,14,114.8348632
2026,11,21,15,141.5885052
2026,11,21,16,144.7989422
2026,11,21,17,119.7904609
2026,11,21,18,111.1799041
2026,11,21,19,119.9221711
2026,11,21,20,96.59299533
2026,11,21,21,102.9974056
2026,11,21,22,109.023149
2026,11,21,23,118.1111554
2026,11,21,24,92.31241261
2026,11,22,1,111.114049
2026,11,22,2,101.7132308
2026,11,22,3,115.7403711
2026,11,22,4,121.5850129
2026,11,22,5,114.8019356
2026,11,22,6,98.10766305
2026,11,22,7,91.27519449
2026,11,22,8,96.03322682
2026,11,22,9,95.44053075
2026,11,22,10,117.4526042
2026,11,22,11,116.8928357
2026,11,22,12,113.7647175
2026,11,22,13,160.8346636
2026,11,22,14,114.8348632
2026,11,22,15,141.5885052
2026,11,22,16,144.7989422
2026,11,22,17,119.7904609
2026,11,22,18,111.1799041
2026,11,22,19,119.9221711
2026,11,22,20,96.59299533
2026,11,22,21,102.9974056
2026,11,22,22,109.023149
2026,11,22,23,118.1111554
2026,11,22,24,92.31241261
2026,11,23,1,111.114049
2026,11,23,2,101.7132308
2026,11,23,3,115.7403711
2026,11,23,4,121.5850129
2026,11,23,5,114.8019356
2026,11,23,6,98.10766305
2026,11,23,7,91.27519449
2026,11,23,8,96.03322682
2026,11,23,9,95.44053075
2026,11,23,10,117.4526042
2026,11,23,11,116.8928357
2026,11,23,12,113.7647175
2026,11,23,13,160.8346636
2026,11,23,14,114.8348632
2026,11,23,15,141.5885052
2026,11,23,16,144.7989422
2026,11,23,17,119.7904609
2026,11,23,18,111.1799041
2026,11,23,19,119.9221711
2026,11,23,20,96.59299533
2026,11,23,21,102.9974056
2026,11,23,22,109.023149
2026,11,23,23,118.1111554
2026,11,23,24,92.31241261
2026,11,24,1,111.114049
2026,11,24,2,101.7132308
2026,11,24,3,115.7403711
2026,11,24,4,121.5850129
2026,11,24,5,114.8019356
2026,11,24,6,98.10766305
2026,11,24,7,91.27519449
2026,11,24,8,96.03322682
2026,11,24,9,95.44053075
2026,11,24,10,117.4526042
2026,11,24,11,116.8928357
2026,11,24,12,113.7647175
2026,11,24,13,160.8346636
2026,11,24,14,114.8348632
2026,11,24,15,141.5885052
2026,11,24,16,144.7989422
2026,11,24,17,119.7904609
2026,11,24,18,111.1799041
2026,11,24,19,119.9221711
2026,11,24,20,96.59299533
2026,11,24,21,102.9974056
2026,11,24,22,109.023149
2026,11,24,23,118.1111554
2026,11,24,24,92.31241261
2026,11,25,1,111.114049
2026,11,25,2,101.7132308
2026,11,25,3,115.7403711
2026,11,25,4,121.5850129
2026,11,25,5,114.8019356
2026,11,25,6,98.10766305
2026,11,25,7,91.27519449
2026,11,25,8,96.03322682
2026,11,25,9,95.44053075
2026,11,25,10,117.4526042
2026,11,25,11,116.8928357
2026,11,25,12,113.7647175
2026,11,25,13,160.8346636
2026,11,25,14,114.8348632
2026,11,25,15,141.5885052
2026,11,25,16,144.7989422
2026,11,25,17,119.7904609
2026,11,25,18,111.1799041
2026,11,25,19,119.9221711
2026,11,25,20,96.59299533
2026,11,25,21,102.9974056
2026,11,25,22,109.023149
2026,11,25,23,118.1111554
2026,11,25,24,92.31241261
2026,11,26,1,111.114049
2026,11,26,2,101.7132308
2026,11,26,3,115.7403711
2026,11,26,4,121.5850129
2026,11,26,5,114.8019356
2026,11,26,6,98.10766305
2026,11,26,7,91.27519449
2026,11,26,8,96.03322682
2026,11,26,9,95.44053075
2026,11,26,10,117.4526042
2026,11,26,11,116.8928357
2026,11,26,12,113.7647175
2026,11,26,13,160.8346636
2026,11,26,14,114.8348632
2026,11,26,15,141.5885052
2026,11,26,16,144.7989422
2026,11,26,17,119.7904609
2026,11,26,18,111.1799041
2026,11,26,19,119.9221711
2026,11,26,20,96.59299533
2026,11,26,21,102.9974056
2026,11,26,22,109.023149
2026,11,26,23,118.1111554
2026,11,26,24,92.31241261
2026,11,27,1,111.114049
2026,11,27,2,101.7132308
2026,11,27,3,115.7403711
2026,11,27,4,121.5850129
2026,11,27,5,114.8019356
2026,11,27,6,98.10766305
2026,11,27,7,91.27519449
2026,11,27,8,96.03322682
2026,11,27,9,95.44053075
2026,11,27,10,117.4526042
2026,11,27,11,116.8928357
2026,11,27,12,113.7647175
2026,11,27,13,160.8346636
2026,11,27,14,114.8348632
2026,11,27,15,141.5885052
2026,11,27,16,144.7989422
2026,11,27,17,119.7904609
2026,11,27,18,111.1799041
2026,11,27,19,119.9221711
2026,11,27,20,96.59299533
2026,11,27,21,102.9974056
2026,11,27,22,109.023149
2026,11,27,23,118.1111554
2026,11,27,24,92.31241261
2026,11,28,1,111.114049
2026,11,28,2,101.7132308
2026,11,28,3,115.7403711
2026,11,28,4,121.5850129
2026,11,28,5,114.8019356
2026,11,28,6,98.10766305
2026,11,28,7,91.27519449
2026,11,28,8,96.03322682
2026,11,28,9,95.44053075
2026,11,28,10,117.4526042
2026,11,28,11,116.8928357
2026,11,28,12,113.7647175
2026,11,28,13,160.8346636
2026,11,28,14,114.8348632
2026,11,28,15,141.5885052
2026,11,28,16,144.7989422
2026,11,28,17,119.7904609
2026,11,28,18,111.1799041
2026,11,28,19,119.9221711
2026,11,28,20,96.59299533
2026,11,28,21,102.9974056
2026,11,28,22,109.023149
2026,11,28,23,118.1111554
2026,11,28,24,92.31241261
2026,11,29,1,111.114049
2026,11,29,2,101.7132308
2026,11,29,3,115.7403711
2026,11,29,4,121.5850129
2026,11,29,5,114.8019356
2026,11,29,6,98.10766305
2026,11,29,7,91.27519449
2026,11,29,8,96.03322682
2026,11,29,9,95.44053075
2026,11,29,10,117.4526042
2026,11,29,11,116.8928357
2026,11,29,12,113.7647175
2026,11,29,13,160.8346636
2026,11,29,14,114.8348632
2026,11,29,15,141.5885052
2026,11,29,16,144.7989422
2026,11,29,17,119.7904609
2026,11,29,18,111.1799041
2026,11,29,19,119.9221711
2026,11,29,20,96.59299533
2026,11,29,21,102.9974056
2026,11,29,22,109.023149
2026,11,29,23,118.1111554
2026,11,29,24,92.31241261
2026,11,30,1,111.114049
2026,11,30,2,101.7132308
2026,11,30,3,115.7403711
2026,11,30,4,121.5850129
2026,11,30,5,114.8019356
2026,11,30,6,98.10766305
2026,11,30,7,91.27519449
2026,11,30,8,96.03322682
2026,11,30,9,95.44053075
2026,11,30,10,117.4526042
2026,11,30,11,116.8928357
2026,11,30,12,113.7647175
2026,11,30,13,160.8346636
2026,11,30,14,114.8348632
2026,11,30,15,141.5885052
2026,11,30,16,144.7989422
2026,11,30,17,119.7904609
2026,11,30,18,111.1799041
2026,11,30,19,119.9221711
2026,11,30,20,96.59299533
2026,11,30,21,102.9974056
2026,11,30,22,109.023149
2026,11,30,23,118.1111554
2026,11,30,24,92.31241261
2026,12,1,1,115.2738731
2026,12,1,2,129.7552922
2026,12,1,3,152.5287304
2026,12,1,4,148.4271424
2026,12,1,5,154.9126859
2026,12,1,6,129.3110769
2026,12,1,7,121.1671295
2026,12,1,8,130.155086
2026,12,1,9,129.6220276
2026,12,1,10,125.0169955
2026,12,1,11,120.7229142
2026,12,1,12,119.2570037
2026,12,1,13,168.0318448
2026,12,1,14,128.067274
2026,12,1,15,177.167873
2026,12,1,16,175.331783
2026,12,1,17,142.4746572
2026,12,1,18,125.4167893
2026,12,1,19,132.3021266
2026,12,1,20,118.5610664
2026,12,1,21,122.4553539
2026,12,1,22,127.2232649
2026,12,1,23,150.6334118
2026,12,1,24,111.6313075
2026,12,2,1,115.2738731
2026,12,2,2,129.7552922
2026,12,2,3,152.5287304
2026,12,2,4,148.4271424
2026,12,2,5,154.9126859
2026,12,2,6,129.3110769
2026,12,2,7,121.1671295
2026,12,2,8,130.155086
2026,12,2,9,129.6220276
2026,12,2,10,125.0169955
2026,12,2,11,120.7229142
2026,12,2,12,119.2570037
2026,12,2,13,168.0318448
2026,12,2,14,128.067274
2026,12,2,15,177.167873
2026,12,2,16,175.331783
2026,12,2,17,142.4746572
2026,12,2,18,125.4167893
2026,12,2,19,132.3021266
2026,12,2,20,118.5610664
2026,12,2,21,122.4553539
2026,12,2,22,127.2232649
2026,12,2,23,150.6334118
2026,12,2,24,111.6313075
2026,12,3,1,115.2738731
2026,12,3,2,129.7552922
2026,12,3,3,152.5287304
2026,12,3,4,148.4271424
2026,12,3,5,154.9126859
2026,12,3,6,129.3110769
2026,12,3,7,121.1671295
2026,12,3,8,130.155086
2026,12,3,9,129.6220276
2026,12,3,10,125.0169955
2026,12,3,11,120.7229142
2026,12,3,12,119.2570037
2026,12,3,13,168.0318448
2026,12,3,14,128.067274
2026,12,3,15,177.167873
2026,12,3,16,175.331783
2026,12,3,17,142.4746572
2026,12,3,18,125.4167893
2026,12,3,19,132.3021266
2026,12,3,20,118.5610664
2026,12,3,21,122.4553539
2026,12,3,22,127.2232649
2026,12,3,23,150.6334118
2026,12,3,24,111.6313075
2026,12,4,1,115.2738731
2026,12,4,2,129.7552922
2026,12,4,3,152.5287304
2026,12,4,4,148.4271424
2026,12,4,5,154.9126859
2026,12,4,6,129.3110769
2026,12,4,7,121.1671295
2026,12,4,8,130.155086
2026,12,4,9,129.6220276
2026,12,4,10,125.0169955
2026,12,4,11,120.7229142
2026,12,4,12,119.2570037
2026,12,4,13,168.0318448
2026,12,4,14,128.067274
2026,12,4,15,177.167873
2026,12,4,16,175.331783
2026,12,4,17,142.4746572
2026,12,4,18,125.4167893
2026,12,4,19,132.3021266
2026,12,4,20,118.5610664
2026,12,4,21,122.4553539
2026,12,4,22,127.2232649
2026,12,4,23,150.6334118
2026,12,4,24,111.6313075
2026,12,5,1,115.2738731
2026,12,5,2,129.7552922
2026,12,5,3,152.5287304
2026,12,5,4,148.4271424
2026,12,5,5,154.9126859
2026,12,5,6,129.3110769
2026,12,5,7,121.1671295
2026,12,5,8,130.155086
2026,12,5,9,129.6220276
2026,12,5,10,125.0169955
2026,12,5,11,120.7229142
2026,12,5,12,119.2570037
2026,12,5,13,168.0318448
2026,12,5,14,128.067274
2026,12,5,15,177.167873
2026,12,5,16,175.331783
2026,12,5,17,142.4746572
2026,12,5,18,125.4167893
2026,12,5,19,132.3021266
2026,12,5,20,118.5610664
2026,12,5,21,122.4553539
2026,12,5,22,127.2232649
2026,12,5,23,150.6334118
2026,12,5,24,111.6313075
2026,12,6,1,115.2738731
2026,12,6,2,129.7552922
2026,12,6,3,152.5287304
2026,12,6,4,148.4271424
2026,12,6,5,154.9126859
2026,12,6,6,129.3110769
2026,12,6,7,121.1671295
2026,12,6,8,130.155086
2026,12,6,9,129.6220276
2026,12,6,10,125.0169955
2026,12,6,11,120.7229142
2026,12,6,12,119.2570037
2026,12,6,13,168.0318448
2026,12,6,14,128.067274
2026,12,6,15,177.167873
2026,12,6,16,175.331783
2026,12,6,17,142.4746572
2026,12,6,18,125.4167893
2026,12,6,19,132.3021266
2026,12,6,20,118.5610664
2026,12,6,21,122.4553539
2026,12,6,22,127.2232649
2026,12,6,23,150.6334118
2026,12,6,24,111.6313075
2026,12,7,1,115.2738731
2026,12,7,2,129.7552922
2026,12,7,3,152.5287304
2026,12,7,4,148.4271424
2026,12,7,5,154.9126859
2026,12,7,6,129.3110769
2026,12,7,7,121.1671295
2026,12,7,8,130.155086
2026,12,7,9,129.6220276
2026,12,7,10,125.0169955
2026,12,7,11,120.7229142
2026,12,7,12,119.2570037
2026,12,7,13,168.0318448
2026,12,7,14,128.067274
2026,12,7,15,177.167873
2026,12,7,16,175.331783
2026,12,7,17,142.4746572
2026,12,7,18,125.4167893
2026,12,7,19,132.3021266
2026,12,7,20,118.5610664
2026,12,7,21,122.4553539
2026,12,7,22,127.2232649
2026,12,7,23,150.6334118
2026,12,7,24,111.6313075
2026,12,8,1,115.2738731
2026,12,8,2,129.7552922
2026,12,8,3,152.5287304
2026,12,8,4,148.4271424
2026,12,8,5,154.9126859
2026,12,8,6,129.3110769
2026,12,8,7,121.1671295
2026,12,8,8,130.155086
2026,12,8,9,129.6220276
2026,12,8,10,125.0169955
2026,12,8,11,120.7229142
2026,12,8,12,119.2570037
2026,12,8,13,168.0318448
2026,12,8,14,128.067274
2026,12,8,15,177.167873
2026,12,8,16,175.331783
2026,12,8,17,142.4746572
2026,12,8,18,125.4167893
2026,12,8,19,132.3021266
2026,12,8,20,118.5610664
2026,12,8,21,122.4553539
2026,12,8,22,127.2232649
2026,12,8,23,150.6334118
2026,12,8,24,111.6313075
2026,12,9,1,115.2738731
2026,12,9,2,129.7552922
2026,12,9,3,152.5287304
2026,12,9,4,148.4271424
2026,12,9,5,154.9126859
2026,12,9,6,129.3110769
2026,12,9,7,121.1671295
2026,12,9,8,130.155086
2026,12,9,9,129.6220276
2026,12,9,10,125.0169955
2026,12,9,11,120.7229142
2026,12,9,12,119.2570037
2026,12,9,13,168.0318448
2026,12,9,14,128.067274
2026,12,9,15,177.167873
2026,12,9,16,175.331783
2026,12,9,17,142.4746572
2026,12,9,18,125.4167893
2026,12,9,19,132.3021266
2026,12,9,20,118.5610664
2026,12,9,21,122.4553539
2026,12,9,22,127.2232649
2026,12,9,23,150.6334118
2026,12,9,24,111.6313075
2026,12,10,1,115.2738731
2026,12,10,2,129.7552922
2026,12,10,3,152.5287304
2026,12,10,4,148.4271424
2026,12,10,5,154.9126859
2026,12,10,6,129.3110769
2026,12,10,7,121.1671295
2026,12,10,8,130.155086
2026,12,10,9,129.6220276
2026,12,10,10,125.0169955
2026,12,10,11,120.7229142
2026,12,10,12,119.2570037
2026,12,10,13,168.0318448
2026,12,10,14,128.067274
2026,12,10,15,177.167873
2026,12,10,16,175.331783
2026,12,10,17,142.4746572
2026,12,10,18,125.4167893
2026,12,10,19,132.3021266
2026,12,10,20,118.5610664
2026,12,10,21,122.4553539
2026,12,10,22,127.2232649
2026,12,10,23,150.6334118
2026,12,10,24,111.6313075
2026,12,11,1,115.2738731
2026,12,11,2,129.7552922
2026,12,11,3,152.5287304
2026,12,11,4,148.4271424
2026,12,11,5,154.9126859
2026,12,11,6,129.3110769
2026,12,11,7,121.1671295
2026,12,11,8,130.155086
2026,12,11,9,129.6220276
2026,12,11,10,125.0169955
2026,12,11,11,120.7229142
2026,12,11,12,119.2570037
2026,12,11,13,168.0318448
2026,12,11,14,128.067274
2026,12,11,15,177.167873
2026,12,11,16,175.331783
2026,12,11,17,142.4746572
2026,12,11,18,125.4167893
2026,12,11,19,132.3021266
2026,12,11,20,118.5610664
2026,12,11,21,122.4553539
2026,12,11,22,127.2232649
2026,12,11,23,150.6334118
2026,12,11,24,111.6313075
2026,12,12,1,115.2738731
2026,12,12,2,129.7552922
2026,12,12,3,152.5287304
2026,12,12,4,148.4271424
2026,12,12,5,154.9126859
2026,12,12,6,129.3110769
2026,12,12,7,121.1671295
2026,12,12,8,130.155086
2026,12,12,9,129.6220276
2026,12,12,10,125.0169955
2026,12,12,11,120.7229142
2026,12,12,12,119.2570037
2026,12,12,13,168.0318448
2026,12,12,14,128.067274
2026,12,12,15,177.167873
2026,12,12,16,175.331783
2026,12,12,17,142.4746572
2026,12,12,18,125.4167893
2026,12,12,19,132.3021266
2026,12,12,20,118.5610664
2026,12,12,21,122.4553539
2026,12,12,22,127.2232649
2026,12,12,23,150.6334118
2026,12,12,24,111.6313075
2026,12,13,1,115.2738731
2026,12,13,2,129.7552922
2026,12,13,3,152.5287304
2026,12,13,4,148.4271424
2026,12,13,5,154.9126859
2026,12,13,6,129.3110769
2026,12,13,7,121.1671295
2026,12,13,8,130.155086
2026,12,13,9,129.6220276
2026,12,13,10,125.0169955
2026,12,13,11,120.7229142
2026,12,13,12,119.2570037
2026,12,13,13,168.0318448
2026,12,13,14,128.067274
2026,12,13,15,177.167873
2026,12,13,16,175.331783
2026,12,13,17,142.4746572
2026,12,13,18,125.4167893
2026,12,13,19,132.3021266
2026,12,13,20,118.5610664
2026,12,13,21,122.4553539
2026,12,13,22,127.2232649
2026,12,13,23,150.6334118
2026,12,13,24,111.6313075
2026,12,14,1,115.2738731
2026,12,14,2,129.7552922
2026,12,14,3,152.5287304
2026,12,14,4,148.4271424
2026,12,14,5,154.9126859
2026,12,14,6,129.3110769
2026,12,14,7,121.1671295
2026,12,14,8,130.155086
2026,12,14,9,129.6220276
2026,12,14,10,125.0169955
2026,12,14,11,120.7229142
2026,12,14,12,119.2570037
2026,12,14,13,168.0318448
2026,12,14,14,128.067274
2026,12,14,15,177.167873
2026,12,14,16,175.331783
2026,12,14,17,142.4746572
2026,12,14,18,125.4167893
2026,12,14,19,132.3021266
2026,12,14,20,118.5610664
2026,12,14,21,122.4553539
2026,12,14,22,127.2232649
2026,12,14,23,150.6334118
2026,12,14,24,111.6313075
2026,12,15,1,115.2738731
2026,12,15,2,129.7552922
2026,12,15,3,152.5287304
2026,12,15,4,148.4271424
2026,12,15,5,154.9126859
2026,12,15,6,129.3110769
2026,12,15,7,121.1671295
2026,12,15,8,130.155086
2026,12,15,9,129.6220276
2026,12,15,10,125.0169955
2026,12,15,11,120.7229142
2026,12,15,12,119.2570037
2026,12,15,13,168.0318448
2026,12,15,14,128.067274
2026,12,15,15,177.167873
2026,12,15,16,175.331783
2026,12,15,17,142.4746572
2026,12,15,18,125.4167893
2026,12,15,19,132.3021266
2026,12,15,20,118.5610664
2026,12,15,21,122.4553539
2026,12,15,22,127.2232649
2026,12,15,23,150.6334118
2026,12,15,24,111.6313075
2026,12,16,1,115.2738731
2026,12,16,2,129.7552922
2026,12,16,3,152.5287304
2026,12,16,4,148.4271424
2026,12,16,5,154.9126859
2026,12,16,6,129.3110769
2026,12,16,7,121.1671295
2026,12,16,8,130.155086
2026,12,16,9,129.6220276
2026,12,16,10,125.0169955
2026,12,16,11,120.7229142
2026,12,16,12,119.2570037
2026,12,16,13,168.0318448
2026,12,16,14,128.067274
2026,12,16,15,177.167873
2026,12,16,16,175.331783
2026,12,16,17,142.4746572
2026,12,16,18,125.4167893
2026,12,16,19,132.3021266
2026,12,16,20,118.5610664
2026,12,16,21,122.4553539
2026,12,16,22,127.2232649
2026,12,16,23,150.6334118
2026,12,16,24,111.6313075
2026,12,17,1,115.2738731
2026,12,17,2,129.7552922
2026,12,17,3,152.5287304
2026,12,17,4,148.4271424
2026,12,17,5,154.9126859
2026,12,17,6,129.3110769
2026,12,17,7,121.1671295
2026,12,17,8,130.155086
2026,12,17,9,129.6220276
2026,12,17,10,125.0169955
2026,12,17,11,120.7229142
2026,12,17,12,119.2570037
2026,12,17,13,168.0318448
2026,12,17,14,128.067274
2026,12,17,15,177.167873
2026,12,17,16,175.331783
2026,12,17,17,142.4746572
2026,12,17,18,125.4167893
2026,12,17,19,132.3021266
2026,12,17,20,118.5610664
2026,12,17,21,122.4553539
2026,12,17,22,127.2232649
2026,12,17,23,150.6334118
2026,12,17,24,111.6313075
2026,12,18,1,115.2738731
2026,12,18,2,129.7552922
2026,12,18,3,152.5287304
2026,12,18,4,148.4271424
2026,12,18,5,154.9126859
2026,12,18,6,129.3110769
2026,12,18,7,121.1671295
2026,12,18,8,130.155086
2026,12,18,9,129.6220276
2026,12,18,10,125.0169955
2026,12,18,11,120.7229142
2026,12,18,12,119.2570037
2026,12,18,13,168.0318448
2026,12,18,14,128.067274
2026,12,18,15,177.167873
2026,12,18,16,175.331783
2026,12,18,17,142.4746572
2026,12,18,18,125.4167893
2026,12,18,19,132.3021266
2026,12,18,20,118.5610664
2026,12,18,21,122.4553539
2026,12,18,22,127.2232649
2026,12,18,23,150.6334118
2026,12,18,24,111.6313075
2026,12,19,1,115.2738731
2026,12,19,2,129.7552922
2026,12,19,3,152.5287304
2026,12,19,4,148.4271424
2026,12,19,5,154.9126859
2026,12,19,6,129.3110769
2026,12,19,7,121.1671295
2026,12,19,8,130.155086
2026,12,19,9,129.6220276
2026,12,19,10,125.0169955
2026,12,19,11,120.7229142
2026,12,19,12,119.2570037
2026,12,19,13,168.0318448
2026,12,19,14,128.067274
2026,12,19,15,177.167873
2026,12,19,16,175.331783
2026,12,19,17,142.4746572
2026,12,19,18,125.4167893
2026,12,19,19,132.3021266
2026,12,19,20,118.5610664
2026,12,19,21,122.4553539
2026,12,19,22,127.2232649
2026,12,19,23,150.6334118
