 Year , Month , Day ,Period,Flex Down
2028,8,21,15,505.1127609
2028,8,21,16,462.1036748
2028,8,21,17,600
2028,8,21,18,529.9682387
2028,8,21,19,402.5025813
2028,8,21,20,370.9452338
2028,8,21,21,414.2796533
2028,8,21,22,393.8487107
2028,8,21,23,419.9404558
2028,8,21,24,386.0407072
2028,8,22,1,399.8999135
2028,8,22,2,423.7793909
2028,8,22,3,433.4092619
2028,8,22,4,332.6860165
2028,8,22,5,328.1964145
2028,8,22,6,366.1302983
2028,8,22,7,408.8140508
2028,8,22,8,449.7410026
2028,8,22,9,516.0439658
2028,8,22,10,399.8348468
2028,8,22,11,416.687121
2028,8,22,12,510.3180965
2028,8,22,13,381.9415054
2028,8,22,14,443.8849999
2028,8,22,15,505.1127609
2028,8,22,16,462.1036748
2028,8,22,17,600
2028,8,22,18,529.9682387
2028,8,22,19,402.5025813
2028,8,22,20,370.9452338
2028,8,22,21,414.2796533
2028,8,22,22,393.8487107
2028,8,22,23,419.9404558
2028,8,22,24,386.0407072
2028,8,23,1,399.8999135
2028,8,23,2,423.7793909
2028,8,23,3,433.4092619
2028,8,23,4,332.6860165
2028,8,23,5,328.1964145
2028,8,23,6,366.1302983
2028,8,23,7,408.8140508
2028,8,23,8,449.7410026
2028,8,23,9,516.0439658
2028,8,23,10,399.8348468
2028,8,23,11,416.687121
2028,8,23,12,510.3180965
2028,8,23,13,381.9415054
2028,8,23,14,443.8849999
2028,8,23,15,505.1127609
2028,8,23,16,462.1036748
2028,8,23,17,600
2028,8,23,18,529.9682387
2028,8,23,19,402.5025813
2028,8,23,20,370.9452338
2028,8,23,21,414.2796533
2028,8,23,22,393.8487107
2028,8,23,23,419.9404558
2028,8,23,24,386.0407072
2028,8,24,1,399.8999135
2028,8,24,2,423.7793909
2028,8,24,3,433.4092619
2028,8,24,4,332.6860165
2028,8,24,5,328.1964145
2028,8,24,6,366.1302983
2028,8,24,7,408.8140508
2028,8,24,8,449.7410026
2028,8,24,9,516.0439658
2028,8,24,10,399.8348468
2028,8,24,11,416.687121
2028,8,24,12,510.3180965
2028,8,24,13,381.9415054
2028,8,24,14,443.8849999
2028,8,24,15,505.1127609
2028,8,24,16,462.1036748
2028,8,24,17,600
2028,8,24,18,529.9682387
2028,8,24,19,402.5025813
2028,8,24,20,370.9452338
2028,8,24,21,414.2796533
2028,8,24,22,393.8487107
2028,8,24,23,419.9404558
2028,8,24,24,386.0407072
2028,8,25,1,399.8999135
2028,8,25,2,423.7793909
2028,8,25,3,433.4092619
2028,8,25,4,332.6860165
2028,8,25,5,328.1964145
2028,8,25,6,366.1302983
2028,8,25,7,408.8140508
2028,8,25,8,449.7410026
2028,8,25,9,516.0439658
2028,8,25,10,399.8348468
2028,8,25,11,416.687121
2028,8,25,12,510.3180965
2028,8,25,13,381.9415054
2028,8,25,14,443.8849999
2028,8,25,15,505.1127609
2028,8,25,16,462.1036748
2028,8,25,17,600
2028,8,25,18,529.9682387
2028,8,25,19,402.5025813
2028,8,25,20,370.9452338
2028,8,25,21,414.2796533
2028,8,25,22,393.8487107
2028,8,25,23,419.9404558
2028,8,25,24,386.0407072
2028,8,26,1,399.8999135
2028,8,26,2,423.7793909
2028,8,26,3,433.4092619
2028,8,26,4,332.6860165
2028,8,26,5,328.1964145
2028,8,26,6,366.1302983
2028,8,26,7,408.8140508
2028,8,26,8,449.7410026
2028,8,26,9,516.0439658
2028,8,26,10,399.8348468
2028,8,26,11,416.687121
2028,8,26,12,510.3180965
2028,8,26,13,381.9415054
2028,8,26,14,443.8849999
2028,8,26,15,505.1127609
2028,8,26,16,462.1036748
2028,8,26,17,600
2028,8,26,18,529.9682387
2028,8,26,19,402.5025813
2028,8,26,20,370.9452338
2028,8,26,21,414.2796533
2028,8,26,22,393.8487107
2028,8,26,23,419.9404558
2028,8,26,24,386.0407072
2028,8,27,1,399.8999135
2028,8,27,2,423.7793909
2028,8,27,3,433.4092619
2028,8,27,4,332.6860165
2028,8,27,5,328.1964145
2028,8,27,6,366.1302983
2028,8,27,7,408.8140508
2028,8,27,8,449.7410026
2028,8,27,9,516.0439658
2028,8,27,10,399.8348468
2028,8,27,11,416.687121
2028,8,27,12,510.3180965
2028,8,27,13,381.9415054
2028,8,27,14,443.8849999
2028,8,27,15,505.1127609
2028,8,27,16,462.1036748
2028,8,27,17,600
2028,8,27,18,529.9682387
2028,8,27,19,402.5025813
2028,8,27,20,370.9452338
2028,8,27,21,414.2796533
2028,8,27,22,393.8487107
2028,8,27,23,419.9404558
2028,8,27,24,386.0407072
2028,8,28,1,399.8999135
2028,8,28,2,423.7793909
2028,8,28,3,433.4092619
2028,8,28,4,332.6860165
2028,8,28,5,328.1964145
2028,8,28,6,366.1302983
2028,8,28,7,408.8140508
2028,8,28,8,449.7410026
2028,8,28,9,516.0439658
2028,8,28,10,399.8348468
2028,8,28,11,416.687121
2028,8,28,12,510.3180965
2028,8,28,13,381.9415054
2028,8,28,14,443.8849999
2028,8,28,15,505.1127609
2028,8,28,16,462.1036748
2028,8,28,17,600
2028,8,28,18,529.9682387
2028,8,28,19,402.5025813
2028,8,28,20,370.9452338
2028,8,28,21,414.2796533
2028,8,28,22,393.8487107
2028,8,28,23,419.9404558
2028,8,28,24,386.0407072
2028,8,29,1,399.8999135
2028,8,29,2,423.7793909
2028,8,29,3,433.4092619
2028,8,29,4,332.6860165
2028,8,29,5,328.1964145
2028,8,29,6,366.1302983
2028,8,29,7,408.8140508
2028,8,29,8,449.7410026
2028,8,29,9,516.0439658
2028,8,29,10,399.8348468
2028,8,29,11,416.687121
2028,8,29,12,510.3180965
2028,8,29,13,381.9415054
2028,8,29,14,443.8849999
2028,8,29,15,505.1127609
2028,8,29,16,462.1036748
2028,8,29,17,600
2028,8,29,18,529.9682387
2028,8,29,19,402.5025813
2028,8,29,20,370.9452338
2028,8,29,21,414.2796533
2028,8,29,22,393.8487107
2028,8,29,23,419.9404558
2028,8,29,24,386.0407072
2028,8,30,1,399.8999135
2028,8,30,2,423.7793909
2028,8,30,3,433.4092619
2028,8,30,4,332.6860165
2028,8,30,5,328.1964145
2028,8,30,6,366.1302983
2028,8,30,7,408.8140508
2028,8,30,8,449.7410026
2028,8,30,9,516.0439658
2028,8,30,10,399.8348468
2028,8,30,11,416.687121
2028,8,30,12,510.3180965
2028,8,30,13,381.9415054
2028,8,30,14,443.8849999
2028,8,30,15,505.1127609
2028,8,30,16,462.1036748
2028,8,30,17,600
2028,8,30,18,529.9682387
2028,8,30,19,402.5025813
2028,8,30,20,370.9452338
2028,8,30,21,414.2796533
2028,8,30,22,393.8487107
2028,8,30,23,419.9404558
2028,8,30,24,386.0407072
2028,8,31,1,399.8999135
2028,8,31,2,423.7793909
2028,8,31,3,433.4092619
2028,8,31,4,332.6860165
2028,8,31,5,328.1964145
2028,8,31,6,366.1302983
2028,8,31,7,408.8140508
2028,8,31,8,449.7410026
2028,8,31,9,516.0439658
2028,8,31,10,399.8348468
2028,8,31,11,416.687121
2028,8,31,12,510.3180965
2028,8,31,13,381.9415054
2028,8,31,14,443.8849999
2028,8,31,15,505.1127609
2028,8,31,16,462.1036748
2028,8,31,17,600
2028,8,31,18,529.9682387
2028,8,31,19,402.5025813
2028,8,31,20,370.9452338
2028,8,31,21,414.2796533
2028,8,31,22,393.8487107
2028,8,31,23,419.9404558
2028,8,31,24,386.0407072
2028,9,1,1,428.0287105
2028,9,1,2,408.1717332
2028,9,1,3,516.5792517
2028,9,1,4,386.7150527
2028,9,1,5,381.911139
2028,9,1,6,381.911139
2028,9,1,7,429.1480224
2028,9,1,8,559.254819
2028,9,1,9,599.1273027
2028,9,1,10,600
2028,9,1,11,556.2932062
2028,9,1,12,600
2028,9,1,13,600
2028,9,1,14,600
2028,9,1,15,600
2028,9,1,16,600
2028,9,1,17,600
2028,9,1,18,600
2028,9,1,19,436.1151384
2028,9,1,20,365.8980853
2028,9,1,21,424.7460281
2028,9,1,22,527.8700486
2028,9,1,23,429.5499497
2028,9,1,24,391.9192909
2028,9,2,1,428.0287105
2028,9,2,2,408.1717332
2028,9,2,3,516.5792517
2028,9,2,4,386.7150527
2028,9,2,5,381.911139
2028,9,2,6,381.911139
2028,9,2,7,429.1480224
2028,9,2,8,559.254819
2028,9,2,9,599.1273027
2028,9,2,10,600
2028,9,2,11,556.2932062
2028,9,2,12,600
2028,9,2,13,600
2028,9,2,14,600
2028,9,2,15,600
2028,9,2,16,600
2028,9,2,17,600
2028,9,2,18,600
2028,9,2,19,436.1151384
2028,9,2,20,365.8980853
2028,9,2,21,424.7460281
2028,9,2,22,527.8700486
2028,9,2,23,429.5499497
2028,9,2,24,391.9192909
2028,9,3,1,428.0287105
2028,9,3,2,408.1717332
2028,9,3,3,516.5792517
2028,9,3,4,386.7150527
2028,9,3,5,381.911139
2028,9,3,6,381.911139
2028,9,3,7,429.1480224
2028,9,3,8,559.254819
2028,9,3,9,599.1273027
2028,9,3,10,600
2028,9,3,11,556.2932062
2028,9,3,12,600
2028,9,3,13,600
2028,9,3,14,600
2028,9,3,15,600
2028,9,3,16,600
2028,9,3,17,600
2028,9,3,18,600
2028,9,3,19,436.1151384
2028,9,3,20,365.8980853
2028,9,3,21,424.7460281
2028,9,3,22,527.8700486
2028,9,3,23,429.5499497
2028,9,3,24,391.9192909
2028,9,4,1,428.0287105
2028,9,4,2,408.1717332
2028,9,4,3,516.5792517
2028,9,4,4,386.7150527
2028,9,4,5,381.911139
2028,9,4,6,381.911139
2028,9,4,7,429.1480224
2028,9,4,8,559.254819
2028,9,4,9,599.1273027
2028,9,4,10,600
2028,9,4,11,556.2932062
2028,9,4,12,600
2028,9,4,13,600
2028,9,4,14,600
2028,9,4,15,600
2028,9,4,16,600
2028,9,4,17,600
2028,9,4,18,600
2028,9,4,19,436.1151384
2028,9,4,20,365.8980853
2028,9,4,21,424.7460281
2028,9,4,22,527.8700486
2028,9,4,23,429.5499497
2028,9,4,24,391.9192909
2028,9,5,1,428.0287105
2028,9,5,2,408.1717332
2028,9,5,3,516.5792517
2028,9,5,4,386.7150527
2028,9,5,5,381.911139
2028,9,5,6,381.911139
2028,9,5,7,429.1480224
2028,9,5,8,559.254819
2028,9,5,9,599.1273027
2028,9,5,10,600
2028,9,5,11,556.2932062
2028,9,5,12,600
2028,9,5,13,600
2028,9,5,14,600
2028,9,5,15,600
2028,9,5,16,600
2028,9,5,17,600
2028,9,5,18,600
2028,9,5,19,436.1151384
2028,9,5,20,365.8980853
2028,9,5,21,424.7460281
2028,9,5,22,527.8700486
2028,9,5,23,429.5499497
2028,9,5,24,391.9192909
2028,9,6,1,428.0287105
2028,9,6,2,408.1717332
2028,9,6,3,516.5792517
2028,9,6,4,386.7150527
2028,9,6,5,381.911139
2028,9,6,6,381.911139
2028,9,6,7,429.1480224
2028,9,6,8,559.254819
2028,9,6,9,599.1273027
2028,9,6,10,600
2028,9,6,11,556.2932062
2028,9,6,12,600
2028,9,6,13,600
2028,9,6,14,600
2028,9,6,15,600
2028,9,6,16,600
2028,9,6,17,600
2028,9,6,18,600
2028,9,6,19,436.1151384
2028,9,6,20,365.8980853
2028,9,6,21,424.7460281
2028,9,6,22,527.8700486
2028,9,6,23,429.5499497
2028,9,6,24,391.9192909
2028,9,7,1,428.0287105
2028,9,7,2,408.1717332
2028,9,7,3,516.5792517
2028,9,7,4,386.7150527
2028,9,7,5,381.911139
2028,9,7,6,381.911139
2028,9,7,7,429.1480224
2028,9,7,8,559.254819
2028,9,7,9,599.1273027
2028,9,7,10,600
2028,9,7,11,556.2932062
2028,9,7,12,600
2028,9,7,13,600
2028,9,7,14,600
2028,9,7,15,600
2028,9,7,16,600
2028,9,7,17,600
2028,9,7,18,600
2028,9,7,19,436.1151384
2028,9,7,20,365.8980853
2028,9,7,21,424.7460281
2028,9,7,22,527.8700486
2028,9,7,23,429.5499497
2028,9,7,24,391.9192909
2028,9,8,1,428.0287105
2028,9,8,2,408.1717332
2028,9,8,3,516.5792517
2028,9,8,4,386.7150527
2028,9,8,5,381.911139
2028,9,8,6,381.911139
2028,9,8,7,429.1480224
2028,9,8,8,559.254819
2028,9,8,9,599.1273027
2028,9,8,10,600
2028,9,8,11,556.2932062
2028,9,8,12,600
2028,9,8,13,600
2028,9,8,14,600
2028,9,8,15,600
2028,9,8,16,600
2028,9,8,17,600
2028,9,8,18,600
2028,9,8,19,436.1151384
2028,9,8,20,365.8980853
2028,9,8,21,424.7460281
2028,9,8,22,527.8700486
2028,9,8,23,429.5499497
2028,9,8,24,391.9192909
2028,9,9,1,428.0287105
2028,9,9,2,408.1717332
2028,9,9,3,516.5792517
2028,9,9,4,386.7150527
2028,9,9,5,381.911139
2028,9,9,6,381.911139
2028,9,9,7,429.1480224
2028,9,9,8,559.254819
2028,9,9,9,599.1273027
2028,9,9,10,600
2028,9,9,11,556.2932062
2028,9,9,12,600
2028,9,9,13,600
2028,9,9,14,600
2028,9,9,15,600
2028,9,9,16,600
2028,9,9,17,600
2028,9,9,18,600
2028,9,9,19,436.1151384
2028,9,9,20,365.8980853
2028,9,9,21,424.7460281
2028,9,9,22,527.8700486
2028,9,9,23,429.5499497
2028,9,9,24,391.9192909
2028,9,10,1,428.0287105
2028,9,10,2,408.1717332
2028,9,10,3,516.5792517
2028,9,10,4,386.7150527
2028,9,10,5,381.911139
2028,9,10,6,381.911139
2028,9,10,7,429.1480224
2028,9,10,8,559.254819
2028,9,10,9,599.1273027
2028,9,10,10,600
2028,9,10,11,556.2932062
2028,9,10,12,600
2028,9,10,13,600
2028,9,10,14,600
2028,9,10,15,600
2028,9,10,16,600
2028,9,10,17,600
2028,9,10,18,600
2028,9,10,19,436.1151384
2028,9,10,20,365.8980853
2028,9,10,21,424.7460281
2028,9,10,22,527.8700486
2028,9,10,23,429.5499497
2028,9,10,24,391.9192909
2028,9,11,1,428.0287105
2028,9,11,2,408.1717332
2028,9,11,3,516.5792517
2028,9,11,4,386.7150527
2028,9,11,5,381.911139
2028,9,11,6,381.911139
2028,9,11,7,429.1480224
2028,9,11,8,559.254819
2028,9,11,9,599.1273027
2028,9,11,10,600
2028,9,11,11,556.2932062
2028,9,11,12,600
2028,9,11,13,600
2028,9,11,14,600
2028,9,11,15,600
2028,9,11,16,600
2028,9,11,17,600
2028,9,11,18,600
2028,9,11,19,436.1151384
2028,9,11,20,365.8980853
2028,9,11,21,424.7460281
2028,9,11,22,527.8700486
2028,9,11,23,429.5499497
2028,9,11,24,391.9192909
2028,9,12,1,428.0287105
2028,9,12,2,408.1717332
2028,9,12,3,516.5792517
2028,9,12,4,386.7150527
2028,9,12,5,381.911139
2028,9,12,6,381.911139
2028,9,12,7,429.1480224
2028,9,12,8,559.254819
2028,9,12,9,599.1273027
2028,9,12,10,600
2028,9,12,11,556.2932062
2028,9,12,12,600
2028,9,12,13,600
2028,9,12,14,600
2028,9,12,15,600
2028,9,12,16,600
2028,9,12,17,600
2028,9,12,18,600
2028,9,12,19,436.1151384
2028,9,12,20,365.8980853
2028,9,12,21,424.7460281
2028,9,12,22,527.8700486
2028,9,12,23,429.5499497
2028,9,12,24,391.9192909
2028,9,13,1,428.0287105
2028,9,13,2,408.1717332
2028,9,13,3,516.5792517
2028,9,13,4,386.7150527
2028,9,13,5,381.911139
2028,9,13,6,381.911139
2028,9,13,7,429.1480224
2028,9,13,8,559.254819
2028,9,13,9,599.1273027
2028,9,13,10,600
2028,9,13,11,556.2932062
2028,9,13,12,600
2028,9,13,13,600
2028,9,13,14,600
2028,9,13,15,600
2028,9,13,16,600
2028,9,13,17,600
2028,9,13,18,600
2028,9,13,19,436.1151384
2028,9,13,20,365.8980853
2028,9,13,21,424.7460281
2028,9,13,22,527.8700486
2028,9,13,23,429.5499497
2028,9,13,24,391.9192909
2028,9,14,1,428.0287105
2028,9,14,2,408.1717332
2028,9,14,3,516.5792517
2028,9,14,4,386.7150527
2028,9,14,5,381.911139
2028,9,14,6,381.911139
2028,9,14,7,429.1480224
2028,9,14,8,559.254819
2028,9,14,9,599.1273027
2028,9,14,10,600
2028,9,14,11,556.2932062
2028,9,14,12,600
2028,9,14,13,600
2028,9,14,14,600
2028,9,14,15,600
2028,9,14,16,600
2028,9,14,17,600
2028,9,14,18,600
2028,9,14,19,436.1151384
2028,9,14,20,365.8980853
2028,9,14,21,424.7460281
2028,9,14,22,527.8700486
2028,9,14,23,429.5499497
2028,9,14,24,391.9192909
2028,9,15,1,428.0287105
2028,9,15,2,408.1717332
2028,9,15,3,516.5792517
2028,9,15,4,386.7150527
2028,9,15,5,381.911139
2028,9,15,6,381.911139
2028,9,15,7,429.1480224
2028,9,15,8,559.254819
2028,9,15,9,599.1273027
2028,9,15,10,600
2028,9,15,11,556.2932062
2028,9,15,12,600
2028,9,15,13,600
2028,9,15,14,600
2028,9,15,15,600
2028,9,15,16,600
2028,9,15,17,600
2028,9,15,18,600
2028,9,15,19,436.1151384
2028,9,15,20,365.8980853
2028,9,15,21,424.7460281
2028,9,15,22,527.8700486
2028,9,15,23,429.5499497
2028,9,15,24,391.9192909
2028,9,16,1,428.0287105
2028,9,16,2,408.1717332
2028,9,16,3,516.5792517
2028,9,16,4,386.7150527
2028,9,16,5,381.911139
2028,9,16,6,381.911139
2028,9,16,7,429.1480224
2028,9,16,8,559.254819
2028,9,16,9,599.1273027
2028,9,16,10,600
2028,9,16,11,556.2932062
2028,9,16,12,600
2028,9,16,13,600
2028,9,16,14,600
2028,9,16,15,600
2028,9,16,16,600
2028,9,16,17,600
2028,9,16,18,600
2028,9,16,19,436.1151384
2028,9,16,20,365.8980853
2028,9,16,21,424.7460281
2028,9,16,22,527.8700486
2028,9,16,23,429.5499497
2028,9,16,24,391.9192909
2028,9,17,1,428.0287105
2028,9,17,2,408.1717332
2028,9,17,3,516.5792517
2028,9,17,4,386.7150527
2028,9,17,5,381.911139
2028,9,17,6,381.911139
2028,9,17,7,429.1480224
2028,9,17,8,559.254819
2028,9,17,9,599.1273027
2028,9,17,10,600
2028,9,17,11,556.2932062
2028,9,17,12,600
2028,9,17,13,600
2028,9,17,14,600
2028,9,17,15,600
2028,9,17,16,600
2028,9,17,17,600
2028,9,17,18,600
2028,9,17,19,436.1151384
2028,9,17,20,365.8980853
2028,9,17,21,424.7460281
2028,9,17,22,527.8700486
2028,9,17,23,429.5499497
2028,9,17,24,391.9192909
2028,9,18,1,428.0287105
2028,9,18,2,408.1717332
2028,9,18,3,516.5792517
2028,9,18,4,386.7150527
2028,9,18,5,381.911139
2028,9,18,6,381.911139
2028,9,18,7,429.1480224
2028,9,18,8,559.254819
2028,9,18,9,599.1273027
2028,9,18,10,600
2028,9,18,11,556.2932062
2028,9,18,12,600
2028,9,18,13,600
2028,9,18,14,600
2028,9,18,15,600
2028,9,18,16,600
2028,9,18,17,600
2028,9,18,18,600
2028,9,18,19,436.1151384
2028,9,18,20,365.8980853
2028,9,18,21,424.7460281
2028,9,18,22,527.8700486
2028,9,18,23,429.5499497
2028,9,18,24,391.9192909
2028,9,19,1,428.0287105
2028,9,19,2,408.1717332
2028,9,19,3,516.5792517
2028,9,19,4,386.7150527
2028,9,19,5,381.911139
2028,9,19,6,381.911139
2028,9,19,7,429.1480224
2028,9,19,8,559.254819
2028,9,19,9,599.1273027
2028,9,19,10,600
2028,9,19,11,556.2932062
2028,9,19,12,600
2028,9,19,13,600
2028,9,19,14,600
2028,9,19,15,600
2028,9,19,16,600
2028,9,19,17,600
2028,9,19,18,600
2028,9,19,19,436.1151384
2028,9,19,20,365.8980853
2028,9,19,21,424.7460281
2028,9,19,22,527.8700486
2028,9,19,23,429.5499497
2028,9,19,24,391.9192909
2028,9,20,1,428.0287105
2028,9,20,2,408.1717332
2028,9,20,3,516.5792517
2028,9,20,4,386.7150527
2028,9,20,5,381.911139
2028,9,20,6,381.911139
2028,9,20,7,429.1480224
2028,9,20,8,559.254819
2028,9,20,9,599.1273027
2028,9,20,10,600
2028,9,20,11,556.2932062
2028,9,20,12,600
2028,9,20,13,600
2028,9,20,14,600
2028,9,20,15,600
2028,9,20,16,600
2028,9,20,17,600
2028,9,20,18,600
2028,9,20,19,436.1151384
2028,9,20,20,365.8980853
2028,9,20,21,424.7460281
2028,9,20,22,527.8700486
2028,9,20,23,429.5499497
2028,9,20,24,391.9192909
2028,9,21,1,428.0287105
2028,9,21,2,408.1717332
2028,9,21,3,516.5792517
2028,9,21,4,386.7150527
2028,9,21,5,381.911139
2028,9,21,6,381.911139
2028,9,21,7,429.1480224
2028,9,21,8,559.254819
2028,9,21,9,599.1273027
2028,9,21,10,600
2028,9,21,11,556.2932062
2028,9,21,12,600
2028,9,21,13,600
2028,9,21,14,600
2028,9,21,15,600
2028,9,21,16,600
2028,9,21,17,600
2028,9,21,18,600
2028,9,21,19,436.1151384
2028,9,21,20,365.8980853
2028,9,21,21,424.7460281
2028,9,21,22,527.8700486
2028,9,21,23,429.5499497
2028,9,21,24,391.9192909
2028,9,22,1,428.0287105
2028,9,22,2,408.1717332
2028,9,22,3,516.5792517
2028,9,22,4,386.7150527
2028,9,22,5,381.911139
2028,9,22,6,381.911139
2028,9,22,7,429.1480224
2028,9,22,8,559.254819
2028,9,22,9,599.1273027
2028,9,22,10,600
2028,9,22,11,556.2932062
2028,9,22,12,600
2028,9,22,13,600
2028,9,22,14,600
2028,9,22,15,600
2028,9,22,16,600
2028,9,22,17,600
2028,9,22,18,600
2028,9,22,19,436.1151384
2028,9,22,20,365.8980853
2028,9,22,21,424.7460281
2028,9,22,22,527.8700486
2028,9,22,23,429.5499497
2028,9,22,24,391.9192909
2028,9,23,1,428.0287105
2028,9,23,2,408.1717332
2028,9,23,3,516.5792517
2028,9,23,4,386.7150527
2028,9,23,5,381.911139
2028,9,23,6,381.911139
2028,9,23,7,429.1480224
2028,9,23,8,559.254819
2028,9,23,9,599.1273027
2028,9,23,10,600
2028,9,23,11,556.2932062
2028,9,23,12,600
2028,9,23,13,600
2028,9,23,14,600
2028,9,23,15,600
2028,9,23,16,600
2028,9,23,17,600
2028,9,23,18,600
2028,9,23,19,436.1151384
2028,9,23,20,365.8980853
2028,9,23,21,424.7460281
2028,9,23,22,527.8700486
2028,9,23,23,429.5499497
2028,9,23,24,391.9192909
2028,9,24,1,428.0287105
2028,9,24,2,408.1717332
2028,9,24,3,516.5792517
2028,9,24,4,386.7150527
2028,9,24,5,381.911139
2028,9,24,6,381.911139
2028,9,24,7,429.1480224
2028,9,24,8,559.254819
2028,9,24,9,599.1273027
2028,9,24,10,600
2028,9,24,11,556.2932062
2028,9,24,12,600
2028,9,24,13,600
2028,9,24,14,600
2028,9,24,15,600
2028,9,24,16,600
2028,9,24,17,600
2028,9,24,18,600
2028,9,24,19,436.1151384
2028,9,24,20,365.8980853
2028,9,24,21,424.7460281
2028,9,24,22,527.8700486
2028,9,24,23,429.5499497
2028,9,24,24,391.9192909
2028,9,25,1,428.0287105
2028,9,25,2,408.1717332
2028,9,25,3,516.5792517
2028,9,25,4,386.7150527
2028,9,25,5,381.911139
2028,9,25,6,381.911139
2028,9,25,7,429.1480224
2028,9,25,8,559.254819
2028,9,25,9,599.1273027
2028,9,25,10,600
2028,9,25,11,556.2932062
2028,9,25,12,600
2028,9,25,13,600
2028,9,25,14,600
2028,9,25,15,600
2028,9,25,16,600
2028,9,25,17,600
2028,9,25,18,600
2028,9,25,19,436.1151384
2028,9,25,20,365.8980853
2028,9,25,21,424.7460281
2028,9,25,22,527.8700486
2028,9,25,23,429.5499497
2028,9,25,24,391.9192909
2028,9,26,1,428.0287105
2028,9,26,2,408.1717332
2028,9,26,3,516.5792517
2028,9,26,4,386.7150527
2028,9,26,5,381.911139
2028,9,26,6,381.911139
2028,9,26,7,429.1480224
2028,9,26,8,559.254819
2028,9,26,9,599.1273027
2028,9,26,10,600
2028,9,26,11,556.2932062
2028,9,26,12,600
2028,9,26,13,600
2028,9,26,14,600
2028,9,26,15,600
2028,9,26,16,600
2028,9,26,17,600
2028,9,26,18,600
2028,9,26,19,436.1151384
2028,9,26,20,365.8980853
2028,9,26,21,424.7460281
2028,9,26,22,527.8700486
2028,9,26,23,429.5499497
2028,9,26,24,391.9192909
2028,9,27,1,428.0287105
2028,9,27,2,408.1717332
2028,9,27,3,516.5792517
2028,9,27,4,386.7150527
2028,9,27,5,381.911139
2028,9,27,6,381.911139
2028,9,27,7,429.1480224
2028,9,27,8,559.254819
2028,9,27,9,599.1273027
2028,9,27,10,600
2028,9,27,11,556.2932062
2028,9,27,12,600
2028,9,27,13,600
2028,9,27,14,600
2028,9,27,15,600
2028,9,27,16,600
2028,9,27,17,600
2028,9,27,18,600
2028,9,27,19,436.1151384
2028,9,27,20,365.8980853
2028,9,27,21,424.7460281
2028,9,27,22,527.8700486
2028,9,27,23,429.5499497
2028,9,27,24,391.9192909
2028,9,28,1,428.0287105
2028,9,28,2,408.1717332
2028,9,28,3,516.5792517
2028,9,28,4,386.7150527
2028,9,28,5,381.911139
2028,9,28,6,381.911139
2028,9,28,7,429.1480224
2028,9,28,8,559.254819
2028,9,28,9,599.1273027
2028,9,28,10,600
2028,9,28,11,556.2932062
2028,9,28,12,600
2028,9,28,13,600
2028,9,28,14,600
2028,9,28,15,600
2028,9,28,16,600
2028,9,28,17,600
2028,9,28,18,600
2028,9,28,19,436.1151384
2028,9,28,20,365.8980853
2028,9,28,21,424.7460281
2028,9,28,22,527.8700486
2028,9,28,23,429.5499497
2028,9,28,24,391.9192909
2028,9,29,1,428.0287105
2028,9,29,2,408.1717332
2028,9,29,3,516.5792517
2028,9,29,4,386.7150527
2028,9,29,5,381.911139
2028,9,29,6,381.911139
2028,9,29,7,429.1480224
2028,9,29,8,559.254819
2028,9,29,9,599.1273027
2028,9,29,10,600
2028,9,29,11,556.2932062
2028,9,29,12,600
2028,9,29,13,600
2028,9,29,14,600
2028,9,29,15,600
2028,9,29,16,600
2028,9,29,17,600
2028,9,29,18,600
2028,9,29,19,436.1151384
2028,9,29,20,365.8980853
2028,9,29,21,424.7460281
2028,9,29,22,527.8700486
2028,9,29,23,429.5499497
2028,9,29,24,391.9192909
2028,9,30,1,428.0287105
2028,9,30,2,408.1717332
2028,9,30,3,516.5792517
2028,9,30,4,386.7150527
2028,9,30,5,381.911139
2028,9,30,6,381.911139
2028,9,30,7,429.1480224
2028,9,30,8,559.254819
2028,9,30,9,599.1273027
2028,9,30,10,600
2028,9,30,11,556.2932062
2028,9,30,12,600
2028,9,30,13,600
2028,9,30,14,600
2028,9,30,15,600
2028,9,30,16,600
2028,9,30,17,600
2028,9,30,18,600
2028,9,30,19,436.1151384
2028,9,30,20,365.8980853
2028,9,30,21,424.7460281
2028,9,30,22,527.8700486
2028,9,30,23,429.5499497
2028,9,30,24,391.9192909
2028,10,1,1,431.8386312
2028,10,1,2,504.7518881
2028,10,1,3,600
2028,10,1,4,387.1816313
2028,10,1,5,388.0680248
2028,10,1,6,386.7138124
2028,10,1,7,367.0900439
2028,10,1,8,560.8162808
2028,10,1,9,528.1674513
2028,10,1,10,511.8922807
2028,10,1,11,509.0361237
2028,10,1,12,600
2028,10,1,13,468.7544608
2028,10,1,14,600
2028,10,1,15,600
2028,10,1,16,600
2028,10,1,17,600
2028,10,1,18,600
2028,10,1,19,408.3073444
2028,10,1,20,397.7444879
2028,10,1,21,418.9686892
2028,10,1,22,514.9946582
2028,10,1,23,483.7739072
2028,10,1,24,406.9777541
2028,10,2,1,431.8386312
2028,10,2,2,504.7518881
2028,10,2,3,600
2028,10,2,4,387.1816313
2028,10,2,5,388.0680248
2028,10,2,6,386.7138124
2028,10,2,7,367.0900439
2028,10,2,8,560.8162808
2028,10,2,9,528.1674513
2028,10,2,10,511.8922807
2028,10,2,11,509.0361237
2028,10,2,12,600
2028,10,2,13,468.7544608
2028,10,2,14,600
