 Year , Month , Day , Period ,Flex Up
2028,6,16,11,521.2564007
2028,6,16,12,584.1764823
2028,6,16,13,600
2028,6,16,14,586.7411595
2028,6,16,15,600
2028,6,16,16,600
2028,6,16,17,579.1611135
2028,6,16,18,508.4900073
2028,6,16,19,501.0809397
2028,6,16,20,497.1484346
2028,6,16,21,471.1597053
2028,6,16,22,427.2182353
2028,6,16,23,401.6284557
2028,6,16,24,358.8268422
2028,6,17,1,425.1095006
2028,6,17,2,487.8016109
2028,6,17,3,389.8309404
2028,6,17,4,401.4574772
2028,6,17,5,361.5624979
2028,6,17,6,393.4214885
2028,6,17,7,473.8383682
2028,6,17,8,600
2028,6,17,9,567.762548
2028,6,17,10,583.2645971
2028,6,17,11,521.2564007
2028,6,17,12,584.1764823
2028,6,17,13,600
2028,6,17,14,586.7411595
2028,6,17,15,600
2028,6,17,16,600
2028,6,17,17,579.1611135
2028,6,17,18,508.4900073
2028,6,17,19,501.0809397
2028,6,17,20,497.1484346
2028,6,17,21,471.1597053
2028,6,17,22,427.2182353
2028,6,17,23,401.6284557
2028,6,17,24,358.8268422
2028,6,18,1,425.1095006
2028,6,18,2,487.8016109
2028,6,18,3,389.8309404
2028,6,18,4,401.4574772
2028,6,18,5,361.5624979
2028,6,18,6,393.4214885
2028,6,18,7,473.8383682
2028,6,18,8,600
2028,6,18,9,567.762548
2028,6,18,10,583.2645971
2028,6,18,11,521.2564007
2028,6,18,12,584.1764823
2028,6,18,13,600
2028,6,18,14,586.7411595
2028,6,18,15,600
2028,6,18,16,600
2028,6,18,17,579.1611135
2028,6,18,18,508.4900073
2028,6,18,19,501.0809397
2028,6,18,20,497.1484346
2028,6,18,21,471.1597053
2028,6,18,22,427.2182353
2028,6,18,23,401.6284557
2028,6,18,24,358.8268422
2028,6,19,1,425.1095006
2028,6,19,2,487.8016109
2028,6,19,3,389.8309404
2028,6,19,4,401.4574772
2028,6,19,5,361.5624979
2028,6,19,6,393.4214885
2028,6,19,7,473.8383682
2028,6,19,8,600
2028,6,19,9,567.762548
2028,6,19,10,583.2645971
2028,6,19,11,521.2564007
2028,6,19,12,584.1764823
2028,6,19,13,600
2028,6,19,14,586.7411595
2028,6,19,15,600
2028,6,19,16,600
2028,6,19,17,579.1611135
2028,6,19,18,508.4900073
2028,6,19,19,501.0809397
2028,6,19,20,497.1484346
2028,6,19,21,471.1597053
2028,6,19,22,427.2182353
2028,6,19,23,401.6284557
2028,6,19,24,358.8268422
2028,6,20,1,425.1095006
2028,6,20,2,487.8016109
2028,6,20,3,389.8309404
2028,6,20,4,401.4574772
2028,6,20,5,361.5624979
2028,6,20,6,393.4214885
2028,6,20,7,473.8383682
2028,6,20,8,600
2028,6,20,9,567.762548
2028,6,20,10,583.2645971
2028,6,20,11,521.2564007
2028,6,20,12,584.1764823
2028,6,20,13,600
2028,6,20,14,586.7411595
2028,6,20,15,600
2028,6,20,16,600
2028,6,20,17,579.1611135
2028,6,20,18,508.4900073
2028,6,20,19,501.0809397
2028,6,20,20,497.1484346
2028,6,20,21,471.1597053
2028,6,20,22,427.2182353
2028,6,20,23,401.6284557
2028,6,20,24,358.8268422
2028,6,21,1,425.1095006
2028,6,21,2,487.8016109
2028,6,21,3,389.8309404
2028,6,21,4,401.4574772
2028,6,21,5,361.5624979
2028,6,21,6,393.4214885
2028,6,21,7,473.8383682
2028,6,21,8,600
2028,6,21,9,567.762548
2028,6,21,10,583.2645971
2028,6,21,11,521.2564007
2028,6,21,12,584.1764823
2028,6,21,13,600
2028,6,21,14,586.7411595
2028,6,21,15,600
2028,6,21,16,600
2028,6,21,17,579.1611135
2028,6,21,18,508.4900073
2028,6,21,19,501.0809397
2028,6,21,20,497.1484346
2028,6,21,21,471.1597053
2028,6,21,22,427.2182353
2028,6,21,23,401.6284557
2028,6,21,24,358.8268422
2028,6,22,1,425.1095006
2028,6,22,2,487.8016109
2028,6,22,3,389.8309404
2028,6,22,4,401.4574772
2028,6,22,5,361.5624979
2028,6,22,6,393.4214885
2028,6,22,7,473.8383682
2028,6,22,8,600
2028,6,22,9,567.762548
2028,6,22,10,583.2645971
2028,6,22,11,521.2564007
2028,6,22,12,584.1764823
2028,6,22,13,600
2028,6,22,14,586.7411595
2028,6,22,15,600
2028,6,22,16,600
2028,6,22,17,579.1611135
2028,6,22,18,508.4900073
2028,6,22,19,501.0809397
2028,6,22,20,497.1484346
2028,6,22,21,471.1597053
2028,6,22,22,427.2182353
2028,6,22,23,401.6284557
2028,6,22,24,358.8268422
2028,6,23,1,425.1095006
2028,6,23,2,487.8016109
2028,6,23,3,389.8309404
2028,6,23,4,401.4574772
2028,6,23,5,361.5624979
2028,6,23,6,393.4214885
2028,6,23,7,473.8383682
2028,6,23,8,600
2028,6,23,9,567.762548
2028,6,23,10,583.2645971
2028,6,23,11,521.2564007
2028,6,23,12,584.1764823
2028,6,23,13,600
2028,6,23,14,586.7411595
2028,6,23,15,600
2028,6,23,16,600
2028,6,23,17,579.1611135
2028,6,23,18,508.4900073
2028,6,23,19,501.0809397
2028,6,23,20,497.1484346
2028,6,23,21,471.1597053
2028,6,23,22,427.2182353
2028,6,23,23,401.6284557
2028,6,23,24,358.8268422
2028,6,24,1,425.1095006
2028,6,24,2,487.8016109
2028,6,24,3,389.8309404
2028,6,24,4,401.4574772
2028,6,24,5,361.5624979
2028,6,24,6,393.4214885
2028,6,24,7,473.8383682
2028,6,24,8,600
2028,6,24,9,567.762548
2028,6,24,10,583.2645971
2028,6,24,11,521.2564007
2028,6,24,12,584.1764823
2028,6,24,13,600
2028,6,24,14,586.7411595
2028,6,24,15,600
2028,6,24,16,600
2028,6,24,17,579.1611135
2028,6,24,18,508.4900073
2028,6,24,19,501.0809397
2028,6,24,20,497.1484346
2028,6,24,21,471.1597053
2028,6,24,22,427.2182353
2028,6,24,23,401.6284557
2028,6,24,24,358.8268422
2028,6,25,1,425.1095006
2028,6,25,2,487.8016109
2028,6,25,3,389.8309404
2028,6,25,4,401.4574772
2028,6,25,5,361.5624979
2028,6,25,6,393.4214885
2028,6,25,7,473.8383682
2028,6,25,8,600
2028,6,25,9,567.762548
2028,6,25,10,583.2645971
2028,6,25,11,521.2564007
2028,6,25,12,584.1764823
2028,6,25,13,600
2028,6,25,14,586.7411595
2028,6,25,15,600
2028,6,25,16,600
2028,6,25,17,579.1611135
2028,6,25,18,508.4900073
2028,6,25,19,501.0809397
2028,6,25,20,497.1484346
2028,6,25,21,471.1597053
2028,6,25,22,427.2182353
2028,6,25,23,401.6284557
2028,6,25,24,358.8268422
2028,6,26,1,425.1095006
2028,6,26,2,487.8016109
2028,6,26,3,389.8309404
2028,6,26,4,401.4574772
2028,6,26,5,361.5624979
2028,6,26,6,393.4214885
2028,6,26,7,473.8383682
2028,6,26,8,600
2028,6,26,9,567.762548
2028,6,26,10,583.2645971
2028,6,26,11,521.2564007
2028,6,26,12,584.1764823
2028,6,26,13,600
2028,6,26,14,586.7411595
2028,6,26,15,600
2028,6,26,16,600
2028,6,26,17,579.1611135
2028,6,26,18,508.4900073
2028,6,26,19,501.0809397
2028,6,26,20,497.1484346
2028,6,26,21,471.1597053
2028,6,26,22,427.2182353
2028,6,26,23,401.6284557
2028,6,26,24,358.8268422
2028,6,27,1,425.1095006
2028,6,27,2,487.8016109
2028,6,27,3,389.8309404
2028,6,27,4,401.4574772
2028,6,27,5,361.5624979
2028,6,27,6,393.4214885
2028,6,27,7,473.8383682
2028,6,27,8,600
2028,6,27,9,567.762548
2028,6,27,10,583.2645971
2028,6,27,11,521.2564007
2028,6,27,12,584.1764823
2028,6,27,13,600
2028,6,27,14,586.7411595
2028,6,27,15,600
2028,6,27,16,600
2028,6,27,17,579.1611135
2028,6,27,18,508.4900073
2028,6,27,19,501.0809397
2028,6,27,20,497.1484346
2028,6,27,21,471.1597053
2028,6,27,22,427.2182353
2028,6,27,23,401.6284557
2028,6,27,24,358.8268422
2028,6,28,1,425.1095006
2028,6,28,2,487.8016109
2028,6,28,3,389.8309404
2028,6,28,4,401.4574772
2028,6,28,5,361.5624979
2028,6,28,6,393.4214885
2028,6,28,7,473.8383682
2028,6,28,8,600
2028,6,28,9,567.762548
2028,6,28,10,583.2645971
2028,6,28,11,521.2564007
2028,6,28,12,584.1764823
2028,6,28,13,600
2028,6,28,14,586.7411595
2028,6,28,15,600
2028,6,28,16,600
2028,6,28,17,579.1611135
2028,6,28,18,508.4900073
2028,6,28,19,501.0809397
2028,6,28,20,497.1484346
2028,6,28,21,471.1597053
2028,6,28,22,427.2182353
2028,6,28,23,401.6284557
2028,6,28,24,358.8268422
2028,6,29,1,425.1095006
2028,6,29,2,487.8016109
2028,6,29,3,389.8309404
2028,6,29,4,401.4574772
2028,6,29,5,361.5624979
2028,6,29,6,393.4214885
2028,6,29,7,473.8383682
2028,6,29,8,600
2028,6,29,9,567.762548
2028,6,29,10,583.2645971
2028,6,29,11,521.2564007
2028,6,29,12,584.1764823
2028,6,29,13,600
2028,6,29,14,586.7411595
2028,6,29,15,600
2028,6,29,16,600
2028,6,29,17,579.1611135
2028,6,29,18,508.4900073
2028,6,29,19,501.0809397
2028,6,29,20,497.1484346
2028,6,29,21,471.1597053
2028,6,29,22,427.2182353
2028,6,29,23,401.6284557
2028,6,29,24,358.8268422
2028,6,30,1,425.1095006
2028,6,30,2,487.8016109
2028,6,30,3,389.8309404
2028,6,30,4,401.4574772
2028,6,30,5,361.5624979
2028,6,30,6,393.4214885
2028,6,30,7,473.8383682
2028,6,30,8,600
2028,6,30,9,567.762548
2028,6,30,10,583.2645971
2028,6,30,11,521.2564007
2028,6,30,12,584.1764823
2028,6,30,13,600
2028,6,30,14,586.7411595
2028,6,30,15,600
2028,6,30,16,600
2028,6,30,17,579.1611135
2028,6,30,18,508.4900073
2028,6,30,19,501.0809397
2028,6,30,20,497.1484346
2028,6,30,21,471.1597053
2028,6,30,22,427.2182353
2028,6,30,23,401.6284557
2028,6,30,24,358.8268422
2028,7,1,1,420.6988515
2028,7,1,2,464.3521127
2028,7,1,3,425.2280274
2028,7,1,4,422.9095415
2028,7,1,5,378.2121166
2028,7,1,6,393.3210232
2028,7,1,7,439.8946794
2028,7,1,8,600
2028,7,1,9,543.4865406
2028,7,1,10,522.9068463
2028,7,1,11,463.1902477
2028,7,1,12,527.0182403
2028,7,1,13,582.7726111
2028,7,1,14,522.8765469
2028,7,1,15,573.0197041
2028,7,1,16,600
2028,7,1,17,575.4500647
2028,7,1,18,503.1248417
2028,7,1,19,499.5687423
2028,7,1,20,484.1609206
2028,7,1,21,479.7255563
2028,7,1,22,410.2397356
2028,7,1,23,408.9228776
2028,7,1,24,366.0777942
2028,7,2,1,420.6988515
2028,7,2,2,464.3521127
2028,7,2,3,425.2280274
2028,7,2,4,422.9095415
2028,7,2,5,378.2121166
2028,7,2,6,393.3210232
2028,7,2,7,439.8946794
2028,7,2,8,600
2028,7,2,9,543.4865406
2028,7,2,10,522.9068463
2028,7,2,11,463.1902477
2028,7,2,12,527.0182403
2028,7,2,13,582.7726111
2028,7,2,14,522.8765469
2028,7,2,15,573.0197041
2028,7,2,16,600
2028,7,2,17,575.4500647
2028,7,2,18,503.1248417
2028,7,2,19,499.5687423
2028,7,2,20,484.1609206
2028,7,2,21,479.7255563
2028,7,2,22,410.2397356
2028,7,2,23,408.9228776
2028,7,2,24,366.0777942
2028,7,3,1,420.6988515
2028,7,3,2,464.3521127
2028,7,3,3,425.2280274
2028,7,3,4,422.9095415
2028,7,3,5,378.2121166
2028,7,3,6,393.3210232
2028,7,3,7,439.8946794
2028,7,3,8,600
2028,7,3,9,543.4865406
2028,7,3,10,522.9068463
2028,7,3,11,463.1902477
2028,7,3,12,527.0182403
2028,7,3,13,582.7726111
2028,7,3,14,522.8765469
2028,7,3,15,573.0197041
2028,7,3,16,600
2028,7,3,17,575.4500647
2028,7,3,18,503.1248417
2028,7,3,19,499.5687423
2028,7,3,20,484.1609206
2028,7,3,21,479.7255563
2028,7,3,22,410.2397356
2028,7,3,23,408.9228776
2028,7,3,24,366.0777942
2028,7,4,1,420.6988515
2028,7,4,2,464.3521127
2028,7,4,3,425.2280274
2028,7,4,4,422.9095415
2028,7,4,5,378.2121166
2028,7,4,6,393.3210232
2028,7,4,7,439.8946794
2028,7,4,8,600
2028,7,4,9,543.4865406
2028,7,4,10,522.9068463
2028,7,4,11,463.1902477
2028,7,4,12,527.0182403
2028,7,4,13,582.7726111
2028,7,4,14,522.8765469
2028,7,4,15,573.0197041
2028,7,4,16,600
2028,7,4,17,575.4500647
2028,7,4,18,503.1248417
2028,7,4,19,499.5687423
2028,7,4,20,484.1609206
2028,7,4,21,479.7255563
2028,7,4,22,410.2397356
2028,7,4,23,408.9228776
2028,7,4,24,366.0777942
2028,7,5,1,420.6988515
2028,7,5,2,464.3521127
2028,7,5,3,425.2280274
2028,7,5,4,422.9095415
2028,7,5,5,378.2121166
2028,7,5,6,393.3210232
2028,7,5,7,439.8946794
2028,7,5,8,600
2028,7,5,9,543.4865406
2028,7,5,10,522.9068463
2028,7,5,11,463.1902477
2028,7,5,12,527.0182403
2028,7,5,13,582.7726111
2028,7,5,14,522.8765469
2028,7,5,15,573.0197041
2028,7,5,16,600
2028,7,5,17,575.4500647
2028,7,5,18,503.1248417
2028,7,5,19,499.5687423
2028,7,5,20,484.1609206
2028,7,5,21,479.7255563
2028,7,5,22,410.2397356
2028,7,5,23,408.9228776
2028,7,5,24,366.0777942
2028,7,6,1,420.6988515
2028,7,6,2,464.3521127
2028,7,6,3,425.2280274
2028,7,6,4,422.9095415
2028,7,6,5,378.2121166
2028,7,6,6,393.3210232
2028,7,6,7,439.8946794
2028,7,6,8,600
2028,7,6,9,543.4865406
2028,7,6,10,522.9068463
2028,7,6,11,463.1902477
2028,7,6,12,527.0182403
2028,7,6,13,582.7726111
2028,7,6,14,522.8765469
2028,7,6,15,573.0197041
2028,7,6,16,600
2028,7,6,17,575.4500647
2028,7,6,18,503.1248417
2028,7,6,19,499.5687423
2028,7,6,20,484.1609206
2028,7,6,21,479.7255563
2028,7,6,22,410.2397356
2028,7,6,23,408.9228776
2028,7,6,24,366.0777942
2028,7,7,1,420.6988515
2028,7,7,2,464.3521127
2028,7,7,3,425.2280274
2028,7,7,4,422.9095415
2028,7,7,5,378.2121166
2028,7,7,6,393.3210232
2028,7,7,7,439.8946794
2028,7,7,8,600
2028,7,7,9,543.4865406
2028,7,7,10,522.9068463
2028,7,7,11,463.1902477
2028,7,7,12,527.0182403
2028,7,7,13,582.7726111
2028,7,7,14,522.8765469
2028,7,7,15,573.0197041
2028,7,7,16,600
2028,7,7,17,575.4500647
2028,7,7,18,503.1248417
2028,7,7,19,499.5687423
2028,7,7,20,484.1609206
2028,7,7,21,479.7255563
2028,7,7,22,410.2397356
2028,7,7,23,408.9228776
2028,7,7,24,366.0777942
2028,7,8,1,420.6988515
2028,7,8,2,464.3521127
2028,7,8,3,425.2280274
2028,7,8,4,422.9095415
2028,7,8,5,378.2121166
2028,7,8,6,393.3210232
2028,7,8,7,439.8946794
2028,7,8,8,600
2028,7,8,9,543.4865406
2028,7,8,10,522.9068463
2028,7,8,11,463.1902477
2028,7,8,12,527.0182403
2028,7,8,13,582.7726111
2028,7,8,14,522.8765469
2028,7,8,15,573.0197041
2028,7,8,16,600
2028,7,8,17,575.4500647
2028,7,8,18,503.1248417
2028,7,8,19,499.5687423
2028,7,8,20,484.1609206
2028,7,8,21,479.7255563
2028,7,8,22,410.2397356
2028,7,8,23,408.9228776
2028,7,8,24,366.0777942
2028,7,9,1,420.6988515
2028,7,9,2,464.3521127
2028,7,9,3,425.2280274
2028,7,9,4,422.9095415
2028,7,9,5,378.2121166
2028,7,9,6,393.3210232
2028,7,9,7,439.8946794
2028,7,9,8,600
2028,7,9,9,543.4865406
2028,7,9,10,522.9068463
2028,7,9,11,463.1902477
2028,7,9,12,527.0182403
2028,7,9,13,582.7726111
2028,7,9,14,522.8765469
2028,7,9,15,573.0197041
2028,7,9,16,600
2028,7,9,17,575.4500647
2028,7,9,18,503.1248417
2028,7,9,19,499.5687423
2028,7,9,20,484.1609206
2028,7,9,21,479.7255563
2028,7,9,22,410.2397356
2028,7,9,23,408.9228776
2028,7,9,24,366.0777942
2028,7,10,1,420.6988515
2028,7,10,2,464.3521127
2028,7,10,3,425.2280274
2028,7,10,4,422.9095415
2028,7,10,5,378.2121166
2028,7,10,6,393.3210232
2028,7,10,7,439.8946794
2028,7,10,8,600
2028,7,10,9,543.4865406
2028,7,10,10,522.9068463
2028,7,10,11,463.1902477
2028,7,10,12,527.0182403
2028,7,10,13,582.7726111
2028,7,10,14,522.8765469
2028,7,10,15,573.0197041
2028,7,10,16,600
2028,7,10,17,575.4500647
2028,7,10,18,503.1248417
2028,7,10,19,499.5687423
2028,7,10,20,484.1609206
2028,7,10,21,479.7255563
2028,7,10,22,410.2397356
2028,7,10,23,408.9228776
2028,7,10,24,366.0777942
2028,7,11,1,420.6988515
2028,7,11,2,464.3521127
2028,7,11,3,425.2280274
2028,7,11,4,422.9095415
2028,7,11,5,378.2121166
2028,7,11,6,393.3210232
2028,7,11,7,439.8946794
2028,7,11,8,600
2028,7,11,9,543.4865406
2028,7,11,10,522.9068463
2028,7,11,11,463.1902477
2028,7,11,12,527.0182403
2028,7,11,13,582.7726111
2028,7,11,14,522.8765469
2028,7,11,15,573.0197041
2028,7,11,16,600
2028,7,11,17,575.4500647
2028,7,11,18,503.1248417
2028,7,11,19,499.5687423
2028,7,11,20,484.1609206
2028,7,11,21,479.7255563
2028,7,11,22,410.2397356
2028,7,11,23,408.9228776
2028,7,11,24,366.0777942
2028,7,12,1,420.6988515
2028,7,12,2,464.3521127
2028,7,12,3,425.2280274
2028,7,12,4,422.9095415
2028,7,12,5,378.2121166
2028,7,12,6,393.3210232
2028,7,12,7,439.8946794
2028,7,12,8,600
2028,7,12,9,543.4865406
2028,7,12,10,522.9068463
2028,7,12,11,463.1902477
2028,7,12,12,527.0182403
2028,7,12,13,582.7726111
2028,7,12,14,522.8765469
2028,7,12,15,573.0197041
2028,7,12,16,600
2028,7,12,17,575.4500647
2028,7,12,18,503.1248417
2028,7,12,19,499.5687423
2028,7,12,20,484.1609206
2028,7,12,21,479.7255563
2028,7,12,22,410.2397356
2028,7,12,23,408.9228776
2028,7,12,24,366.0777942
2028,7,13,1,420.6988515
2028,7,13,2,464.3521127
2028,7,13,3,425.2280274
2028,7,13,4,422.9095415
2028,7,13,5,378.2121166
2028,7,13,6,393.3210232
2028,7,13,7,439.8946794
2028,7,13,8,600
2028,7,13,9,543.4865406
2028,7,13,10,522.9068463
2028,7,13,11,463.1902477
2028,7,13,12,527.0182403
2028,7,13,13,582.7726111
2028,7,13,14,522.8765469
2028,7,13,15,573.0197041
2028,7,13,16,600
2028,7,13,17,575.4500647
2028,7,13,18,503.1248417
2028,7,13,19,499.5687423
2028,7,13,20,484.1609206
2028,7,13,21,479.7255563
2028,7,13,22,410.2397356
2028,7,13,23,408.9228776
2028,7,13,24,366.0777942
2028,7,14,1,420.6988515
2028,7,14,2,464.3521127
2028,7,14,3,425.2280274
2028,7,14,4,422.9095415
2028,7,14,5,378.2121166
2028,7,14,6,393.3210232
2028,7,14,7,439.8946794
2028,7,14,8,600
2028,7,14,9,543.4865406
2028,7,14,10,522.9068463
2028,7,14,11,463.1902477
2028,7,14,12,527.0182403
2028,7,14,13,582.7726111
2028,7,14,14,522.8765469
2028,7,14,15,573.0197041
2028,7,14,16,600
2028,7,14,17,575.4500647
2028,7,14,18,503.1248417
2028,7,14,19,499.5687423
2028,7,14,20,484.1609206
2028,7,14,21,479.7255563
2028,7,14,22,410.2397356
2028,7,14,23,408.9228776
2028,7,14,24,366.0777942
2028,7,15,1,420.6988515
2028,7,15,2,464.3521127
2028,7,15,3,425.2280274
2028,7,15,4,422.9095415
2028,7,15,5,378.2121166
2028,7,15,6,393.3210232
2028,7,15,7,439.8946794
2028,7,15,8,600
2028,7,15,9,543.4865406
2028,7,15,10,522.9068463
2028,7,15,11,463.1902477
2028,7,15,12,527.0182403
2028,7,15,13,582.7726111
2028,7,15,14,522.8765469
2028,7,15,15,573.0197041
2028,7,15,16,600
2028,7,15,17,575.4500647
2028,7,15,18,503.1248417
2028,7,15,19,499.5687423
2028,7,15,20,484.1609206
2028,7,15,21,479.7255563
2028,7,15,22,410.2397356
2028,7,15,23,408.9228776
2028,7,15,24,366.0777942
2028,7,16,1,420.6988515
2028,7,16,2,464.3521127
2028,7,16,3,425.2280274
2028,7,16,4,422.9095415
2028,7,16,5,378.2121166
2028,7,16,6,393.3210232
2028,7,16,7,439.8946794
2028,7,16,8,600
2028,7,16,9,543.4865406
2028,7,16,10,522.9068463
2028,7,16,11,463.1902477
2028,7,16,12,527.0182403
2028,7,16,13,582.7726111
2028,7,16,14,522.8765469
2028,7,16,15,573.0197041
2028,7,16,16,600
2028,7,16,17,575.4500647
2028,7,16,18,503.1248417
2028,7,16,19,499.5687423
2028,7,16,20,484.1609206
2028,7,16,21,479.7255563
2028,7,16,22,410.2397356
2028,7,16,23,408.9228776
2028,7,16,24,366.0777942
2028,7,17,1,420.6988515
2028,7,17,2,464.3521127
2028,7,17,3,425.2280274
2028,7,17,4,422.9095415
2028,7,17,5,378.2121166
2028,7,17,6,393.3210232
2028,7,17,7,439.8946794
2028,7,17,8,600
2028,7,17,9,543.4865406
2028,7,17,10,522.9068463
2028,7,17,11,463.1902477
2028,7,17,12,527.0182403
2028,7,17,13,582.7726111
2028,7,17,14,522.8765469
2028,7,17,15,573.0197041
2028,7,17,16,600
2028,7,17,17,575.4500647
2028,7,17,18,503.1248417
2028,7,17,19,499.5687423
2028,7,17,20,484.1609206
2028,7,17,21,479.7255563
2028,7,17,22,410.2397356
2028,7,17,23,408.9228776
2028,7,17,24,366.0777942
2028,7,18,1,420.6988515
2028,7,18,2,464.3521127
2028,7,18,3,425.2280274
2028,7,18,4,422.9095415
2028,7,18,5,378.2121166
2028,7,18,6,393.3210232
2028,7,18,7,439.8946794
2028,7,18,8,600
2028,7,18,9,543.4865406
2028,7,18,10,522.9068463
2028,7,18,11,463.1902477
2028,7,18,12,527.0182403
2028,7,18,13,582.7726111
2028,7,18,14,522.8765469
2028,7,18,15,573.0197041
2028,7,18,16,600
2028,7,18,17,575.4500647
2028,7,18,18,503.1248417
2028,7,18,19,499.5687423
2028,7,18,20,484.1609206
2028,7,18,21,479.7255563
2028,7,18,22,410.2397356
2028,7,18,23,408.9228776
2028,7,18,24,366.0777942
2028,7,19,1,420.6988515
2028,7,19,2,464.3521127
2028,7,19,3,425.2280274
2028,7,19,4,422.9095415
2028,7,19,5,378.2121166
2028,7,19,6,393.3210232
2028,7,19,7,439.8946794
2028,7,19,8,600
2028,7,19,9,543.4865406
2028,7,19,10,522.9068463
2028,7,19,11,463.1902477
2028,7,19,12,527.0182403
2028,7,19,13,582.7726111
2028,7,19,14,522.8765469
2028,7,19,15,573.0197041
2028,7,19,16,600
2028,7,19,17,575.4500647
2028,7,19,18,503.1248417
2028,7,19,19,499.5687423
2028,7,19,20,484.1609206
2028,7,19,21,479.7255563
2028,7,19,22,410.2397356
2028,7,19,23,408.9228776
2028,7,19,24,366.0777942
2028,7,20,1,420.6988515
2028,7,20,2,464.3521127
2028,7,20,3,425.2280274
2028,7,20,4,422.9095415
2028,7,20,5,378.2121166
2028,7,20,6,393.3210232
2028,7,20,7,439.8946794
2028,7,20,8,600
2028,7,20,9,543.4865406
2028,7,20,10,522.9068463
2028,7,20,11,463.1902477
2028,7,20,12,527.0182403
2028,7,20,13,582.7726111
2028,7,20,14,522.8765469
2028,7,20,15,573.0197041
2028,7,20,16,600
2028,7,20,17,575.4500647
2028,7,20,18,503.1248417
2028,7,20,19,499.5687423
2028,7,20,20,484.1609206
2028,7,20,21,479.7255563
2028,7,20,22,410.2397356
2028,7,20,23,408.9228776
2028,7,20,24,366.0777942
2028,7,21,1,420.6988515
2028,7,21,2,464.3521127
2028,7,21,3,425.2280274
2028,7,21,4,422.9095415
2028,7,21,5,378.2121166
2028,7,21,6,393.3210232
2028,7,21,7,439.8946794
2028,7,21,8,600
2028,7,21,9,543.4865406
2028,7,21,10,522.9068463
2028,7,21,11,463.1902477
2028,7,21,12,527.0182403
2028,7,21,13,582.7726111
2028,7,21,14,522.8765469
2028,7,21,15,573.0197041
2028,7,21,16,600
2028,7,21,17,575.4500647
2028,7,21,18,503.1248417
2028,7,21,19,499.5687423
2028,7,21,20,484.1609206
2028,7,21,21,479.7255563
2028,7,21,22,410.2397356
2028,7,21,23,408.9228776
2028,7,21,24,366.0777942
2028,7,22,1,420.6988515
2028,7,22,2,464.3521127
2028,7,22,3,425.2280274
2028,7,22,4,422.9095415
2028,7,22,5,378.2121166
2028,7,22,6,393.3210232
2028,7,22,7,439.8946794
2028,7,22,8,600
2028,7,22,9,543.4865406
2028,7,22,10,522.9068463
2028,7,22,11,463.1902477
2028,7,22,12,527.0182403
2028,7,22,13,582.7726111
2028,7,22,14,522.8765469
2028,7,22,15,573.0197041
2028,7,22,16,600
2028,7,22,17,575.4500647
2028,7,22,18,503.1248417
2028,7,22,19,499.5687423
2028,7,22,20,484.1609206
2028,7,22,21,479.7255563
2028,7,22,22,410.2397356
2028,7,22,23,408.9228776
2028,7,22,24,366.0777942
2028,7,23,1,420.6988515
2028,7,23,2,464.3521127
2028,7,23,3,425.2280274
2028,7,23,4,422.9095415
2028,7,23,5,378.2121166
2028,7,23,6,393.3210232
2028,7,23,7,439.8946794
2028,7,23,8,600
2028,7,23,9,543.4865406
2028,7,23,10,522.9068463
2028,7,23,11,463.1902477
2028,7,23,12,527.0182403
2028,7,23,13,582.7726111
2028,7,23,14,522.8765469
2028,7,23,15,573.0197041
2028,7,23,16,600
2028,7,23,17,575.4500647
2028,7,23,18,503.1248417
2028,7,23,19,499.5687423
2028,7,23,20,484.1609206
2028,7,23,21,479.7255563
2028,7,23,22,410.2397356
2028,7,23,23,408.9228776
2028,7,23,24,366.0777942
2028,7,24,1,420.6988515
2028,7,24,2,464.3521127
2028,7,24,3,425.2280274
2028,7,24,4,422.9095415
2028,7,24,5,378.2121166
2028,7,24,6,393.3210232
2028,7,24,7,439.8946794
2028,7,24,8,600
2028,7,24,9,543.4865406
2028,7,24,10,522.9068463
2028,7,24,11,463.1902477
2028,7,24,12,527.0182403
2028,7,24,13,582.7726111
2028,7,24,14,522.8765469
2028,7,24,15,573.0197041
2028,7,24,16,600
2028,7,24,17,575.4500647
2028,7,24,18,503.1248417
2028,7,24,19,499.5687423
2028,7,24,20,484.1609206
2028,7,24,21,479.7255563
2028,7,24,22,410.2397356
2028,7,24,23,408.9228776
2028,7,24,24,366.0777942
2028,7,25,1,420.6988515
2028,7,25,2,464.3521127
2028,7,25,3,425.2280274
2028,7,25,4,422.9095415
2028,7,25,5,378.2121166
2028,7,25,6,393.3210232
2028,7,25,7,439.8946794
2028,7,25,8,600
2028,7,25,9,543.4865406
2028,7,25,10,522.9068463
2028,7,25,11,463.1902477
2028,7,25,12,527.0182403
2028,7,25,13,582.7726111
2028,7,25,14,522.8765469
2028,7,25,15,573.0197041
2028,7,25,16,600
2028,7,25,17,575.4500647
2028,7,25,18,503.1248417
2028,7,25,19,499.5687423
2028,7,25,20,484.1609206
2028,7,25,21,479.7255563
2028,7,25,22,410.2397356
2028,7,25,23,408.9228776
2028,7,25,24,366.0777942
2028,7,26,1,420.6988515
2028,7,26,2,464.3521127
2028,7,26,3,425.2280274
2028,7,26,4,422.9095415
2028,7,26,5,378.2121166
2028,7,26,6,393.3210232
2028,7,26,7,439.8946794
2028,7,26,8,600
2028,7,26,9,543.4865406
2028,7,26,10,522.9068463
2028,7,26,11,463.1902477
2028,7,26,12,527.0182403
